# 사전 예상: H1 약한 지지 / H2 반반 / H3 지지 (결과가 달라도 그대로 보고 — 튜닝 금지)
# H1 레짐 발생: KOSPI 26회, KOSDAQ 26회
시장,전략,보유,진입월,종목수,만기누락,수익률,시장프록시,랜덤평균,초과_시장,초과_랜덤,수익률_비용후,초과_랜덤_비용후
KOSPI,H3,1,2016-05,20,0,-0.01534435248199124,-0.004888993607062026,-0.009342478402524916,-0.010455358874929214,-0.006001874079466325,-0.01834435248199124,-0.009001874079466324
KOSPI,H2i,3,2016-05,20,0,-0.02609446062021009,0.029593467400888977,-0.0022757598965524833,-0.055687928021099065,-0.023818700723657608,-0.02909446062021009,-0.026818700723657607
KOSPI,H2ii,3,2016-05,1,0,0.9043321299638989,0.029593467400888977,-0.001475794568716745,0.8747386625630099,0.9058079245326156,0.9013321299638989,0.9028079245326156
KOSPI,H3,3,2016-05,20,0,0.030559319389164813,0.029593467400888977,-0.0022757598965524833,0.0009658519882758364,0.03283507928571729,0.027559319389164814,0.029835079285717298
KOSPI,H1,6,2016-05,0,0,,0.0023140076626746997,,,,,
KOSPI,H2i,6,2016-05,20,0,-0.14284102863041787,0.0023140076626746997,-0.04976867531760096,-0.14515503629309257,-0.09307235331281691,-0.14584102863041787,-0.09607235331281691
KOSPI,H2ii,6,2016-05,1,0,0.7148014440433212,0.0023140076626746997,-0.08545513673555638,0.7124874363806466,0.8002565807788776,0.7118014440433212,0.7972565807788776
KOSPI,H3,6,2016-05,20,0,-0.09903561668567518,0.0023140076626746997,-0.04976867531760096,-0.10134962434834988,-0.04926694136807422,-0.10203561668567518,-0.05226694136807422
KOSPI,H2i,1,2016-06,20,0,0.0035676531902227248,0.0238438816610896,0.03019285708822605,-0.020276228470866877,-0.026625203898003328,0.0005676531902227247,-0.029625203898003327
KOSPI,H2ii,1,2016-06,2,0,0.021238961591658723,0.0238438816610896,0.017182299001398813,-0.002604920069430878,0.0040566625902599095,0.018238961591658723,0.0010566625902599103
KOSPI,H3,1,2016-06,20,0,-0.027416720606612148,0.0238438816610896,0.03019285708822605,-0.05126060226770175,-0.057609577694838196,-0.030416720606612147,-0.0606095776948382
KOSPI,H2i,3,2016-06,20,0,-0.03696170868741479,0.03791246546768349,0.035486033715144576,-0.07487417415509828,-0.07244774240255936,-0.03996170868741479,-0.07544774240255936
KOSPI,H2ii,3,2016-06,2,0,-0.07525867113522716,0.03791246546768349,0.03752634989893916,-0.11317113660291064,-0.11278502103416632,-0.07825867113522716,-0.11578502103416632
KOSPI,H3,3,2016-06,20,0,-0.03875990609364333,0.03791246546768349,0.035486033715144576,-0.07667237156132682,-0.07424593980878791,-0.041759906093643336,-0.07724593980878791
KOSPI,H1,6,2016-06,0,0,,0.029721371629523638,,,,,
KOSPI,H2i,6,2016-06,20,0,-0.05355425634541382,0.029721371629523638,0.024547429207861984,-0.08327562797493746,-0.0781016855532758,-0.05655425634541382,-0.0811016855532758
KOSPI,H2ii,6,2016-06,2,0,-0.3179028354080221,0.029721371629523638,-0.006361521244943075,-0.34762420703754576,-0.31154131416307906,-0.3209028354080221,-0.31454131416307907
KOSPI,H3,6,2016-06,20,0,-0.11033449585663777,0.029721371629523638,0.024547429207861984,-0.1400558674861614,-0.13488192506449975,-0.11333449585663777,-0.13788192506449976
KOSPI,H2i,1,2016-07,20,0,0.011610505292240869,0.01006081224200595,-0.02308840841830525,0.0015496930502349182,0.03469891371054612,0.008610505292240868,0.03169891371054612
KOSPI,H2ii,1,2016-07,1,0,0.025094102885821812,0.01006081224200595,-0.010529636133637993,0.015033290643815861,0.0356237390194598,0.022094102885821813,0.03262373901945981
KOSPI,H3,1,2016-07,20,0,-0.057433618639532114,0.01006081224200595,-0.02308840841830525,-0.06749443088153806,-0.034345210221226864,-0.060433618639532116,-0.03734521022122687
KOSPI,H2i,3,2016-07,20,0,-0.10296732978989538,-0.003848692102051248,-0.025727190784407328,-0.09911863768784414,-0.07724013900548805,-0.10596732978989538,-0.08024013900548806
KOSPI,H2ii,3,2016-07,1,0,-0.13048933500627358,-0.003848692102051248,-0.04458657600867651,-0.12664064290422233,-0.08590275899759707,-0.13348933500627358,-0.08890275899759707
KOSPI,H3,3,2016-07,20,0,-0.1265407548532201,-0.003848692102051248,-0.025727190784407328,-0.12269206275116887,-0.10081356406881278,-0.1295407548532201,-0.10381356406881279
KOSPI,H1,6,2016-07,0,0,,0.03430038648492398,,,,,
KOSPI,H2i,6,2016-07,20,0,-0.0915429135135301,0.03430038648492398,-0.025760132668703188,-0.12584329999845406,-0.06578278084482692,-0.0945429135135301,-0.06878278084482692
KOSPI,H2ii,6,2016-07,1,0,0.0790464240903388,0.03430038648492398,-0.06210243520504628,0.04474603760541482,0.14114885929538507,0.0760464240903388,0.13814885929538506
KOSPI,H3,6,2016-07,20,0,-0.10367153496190347,0.03430038648492398,-0.025760132668703188,-0.13797192144682746,-0.07791140229320029,-0.10667153496190347,-0.08091140229320029
KOSPI,H2i,1,2016-08,20,0,-0.018317769754203822,0.0031875692557728364,0.017652773860880988,-0.021505339009976657,-0.03597054361508481,-0.02131776975420382,-0.03897054361508481
KOSPI,H2ii,1,2016-08,2,0,0.023153460562869987,0.0031875692557728364,0.014067078710678587,0.019965891307097153,0.0090863818521914,0.020153460562869988,0.006086381852191401
KOSPI,H3,1,2016-08,20,0,0.009168112197719153,0.0031875692557728364,0.017652773860880988,0.005980542941946316,-0.008484661663161835,0.006168112197719153,-0.011484661663161835
KOSPI,H2i,3,2016-08,20,0,-0.12766458416329646,-0.02681337056764013,-0.04487649943035864,-0.10085121359565632,-0.08278808473293782,-0.13066458416329646,-0.08578808473293782
KOSPI,H2ii,3,2016-08,2,0,-0.11155232113379232,-0.02681337056764013,-0.010021045967098432,-0.08473895056615219,-0.10153127516669389,-0.11455232113379232,-0.10453127516669389
KOSPI,H3,3,2016-08,20,0,-0.12743811270694438,-0.02681337056764013,-0.04487649943035864,-0.10062474213930425,-0.08256161327658575,-0.1304381127069444,-0.08556161327658575
KOSPI,H1,6,2016-08,0,0,,0.03312581584355047,,,,,
KOSPI,H2i,6,2016-08,20,0,-0.06420377193257139,0.03312581584355047,0.005165164638612905,-0.09732958777612186,-0.06936893657118429,-0.06720377193257139,-0.07236893657118429
KOSPI,H2ii,6,2016-08,2,0,-0.05167190079317152,0.03312581584355047,-0.018177837494882488,-0.08479771663672199,-0.03349406329828904,-0.054671900793171524,-0.03649406329828904
KOSPI,H3,6,2016-08,20,0,-0.020806060312309436,0.03312581584355047,0.005165164638612905,-0.053931876155859905,-0.025971224950922342,-0.023806060312309436,-0.02897122495092234
KOSPI,H2i,1,2016-09,20,0,-0.04740197039923026,-0.016799142596764013,-0.04043655547109967,-0.03060282780246625,-0.006965414928130589,-0.050401970399230264,-0.009965414928130592
