# 사전 예상(고정): 동행 상관 양(+) 치우침 / 선행 상관 0 중심 — A 검증(갭 선취)과 정합해야 함. 전략화 금지, 기술 통계 전용
시장,코드,n주,r_동행,r_선행1,r_선행2,r_선행4,수급동행
KOSDAQ,042110,52,-0.305,0.385,-0.417,-0.272,하
KOSDAQ,042370,52,-0.059,0.112,0.086,0.343,중
KOSDAQ,042420,52,0.361,-0.138,-0.18,-0.164,상
KOSDAQ,042500,52,-0.162,0.003,-0.125,0.213,하
KOSDAQ,042510,52,-0.378,0.128,-0.178,0.184,하
KOSDAQ,042520,52,-0.26,0.24,0.013,0.075,하
KOSDAQ,042600,52,0.129,0.189,-0.018,-0.092,중
KOSDAQ,042940,52,-0.117,0.066,0.085,0.119,하
KOSDAQ,043090,0,,,,,
KOSDAQ,043100,38,-0.555,-0.038,-0.006,0.072,
KOSDAQ,043150,52,0.299,-0.008,0.054,0.066,상
KOSDAQ,043200,52,-0.053,0.232,-0.045,-0.104,중
KOSDAQ,043220,0,,,,,
KOSDAQ,043260,52,0.091,0.049,0.001,-0.064,중
KOSDAQ,043340,49,-0.425,0.158,0.195,-0.044,하
KOSDAQ,043360,52,0.067,0.385,-0.192,0.29,중
KOSDAQ,043370,52,0.368,0.008,0.162,0.007,상
KOSDAQ,043590,51,-0.309,0.167,0.334,0.032,하
KOSDAQ,043610,52,0.352,0.32,-0.124,-0.0,상
KOSDAQ,043650,52,-0.052,0.022,0.139,0.055,중
KOSDAQ,043710,50,-0.199,-0.1,-0.056,0.204,하
KOSDAQ,043910,50,-0.252,0.099,0.07,-0.185,하
KOSDAQ,044060,2,1.0,,,,
KOSDAQ,044180,35,-0.32,0.079,-0.291,-0.139,
KOSDAQ,044340,52,-0.615,0.148,-0.146,-0.105,하
KOSDAQ,044480,47,-0.23,0.071,0.267,0.085,하
KOSDAQ,044490,52,-0.141,0.065,0.047,0.261,하
KOSDAQ,044780,52,0.323,-0.07,0.232,-0.115,상
KOSDAQ,044960,52,0.287,0.184,-0.144,0.239,상
KOSDAQ,044990,52,-0.265,0.136,0.078,0.127,하
KOSDAQ,045060,52,-0.113,-0.051,-0.213,-0.136,하
KOSDAQ,045100,52,-0.06,-0.213,0.085,-0.282,중
KOSDAQ,045300,52,0.287,0.157,0.017,0.036,상
KOSDAQ,045340,52,0.404,0.022,0.056,0.167,상
KOSDAQ,045390,52,0.399,0.014,0.1,-0.108,상
KOSDAQ,045510,52,0.148,-0.184,0.15,0.014,중
KOSDAQ,045520,52,0.347,-0.013,-0.152,0.082,상
KOSDAQ,045660,52,0.312,0.21,-0.098,0.152,상
KOSDAQ,045970,52,0.182,-0.041,-0.071,-0.112,중
KOSDAQ,046070,0,,,,,
KOSDAQ,046120,52,0.217,0.16,-0.171,0.044,상
KOSDAQ,046210,52,0.015,-0.197,-0.015,-0.256,중
KOSDAQ,046310,52,-0.228,0.008,0.162,-0.146,하
KOSDAQ,046390,49,-0.243,-0.06,-0.006,-0.017,하
KOSDAQ,046440,52,0.423,0.091,-0.089,-0.291,상
KOSDAQ,046890,52,-0.252,0.08,-0.12,0.063,하
KOSDAQ,046940,52,-0.415,0.295,0.164,0.34,하
KOSDAQ,046970,52,-0.259,-0.286,0.188,-0.227,하
KOSDAQ,047080,52,-0.005,0.477,0.239,-0.263,중
KOSDAQ,047310,52,-0.015,-0.238,-0.199,-0.102,중
KOSDAQ,047560,52,-0.069,-0.03,-0.015,0.036,중
KOSDAQ,047770,52,-0.155,0.063,0.023,-0.098,하
KOSDAQ,047820,52,0.562,0.251,0.03,-0.045,상
KOSDAQ,047920,52,-0.016,-0.051,0.007,-0.028,중
KOSDAQ,048410,52,0.237,0.133,0.217,0.027,상
KOSDAQ,048430,52,-0.383,0.232,-0.035,0.264,하
KOSDAQ,048470,52,0.16,0.02,0.035,0.015,중
KOSDAQ,048530,52,0.043,-0.459,0.21,0.143,중
KOSDAQ,048550,52,0.364,0.216,0.133,-0.16,상
KOSDAQ,048770,52,-0.41,0.227,-0.339,0.192,하
KOSDAQ,048830,52,0.319,-0.147,-0.033,-0.067,상
KOSDAQ,048870,52,0.419,0.216,-0.229,-0.102,상
KOSDAQ,048910,52,0.166,0.028,-0.197,0.245,중
KOSDAQ,049070,52,-0.107,-0.095,-0.109,-0.022,하
KOSDAQ,049080,50,-0.223,0.016,-0.135,0.56,하
KOSDAQ,049120,49,-0.05,-0.011,0.013,-0.079,중
KOSDAQ,049180,35,-0.367,0.186,-0.124,0.134,
KOSDAQ,049430,52,0.065,0.088,0.043,0.174,중
KOSDAQ,049470,49,-0.183,-0.072,-0.178,-0.072,하
KOSDAQ,049480,52,-0.46,0.021,-0.147,0.015,하
KOSDAQ,049520,52,0.239,-0.023,-0.203,0.091,상
KOSDAQ,049550,52,-0.014,-0.338,0.129,0.026,중
KOSDAQ,049630,50,0.079,0.012,-0.161,0.08,중
KOSDAQ,049720,52,0.534,0.102,-0.114,-0.198,상
KOSDAQ,049830,52,-0.074,-0.128,-0.08,0.171,중
KOSDAQ,049950,52,0.472,-0.111,-0.185,0.06,상
KOSDAQ,049960,52,0.293,-0.041,-0.108,-0.166,상
KOSDAQ,050090,52,0.046,0.17,-0.102,-0.22,중
KOSDAQ,050110,50,-0.096,0.291,-0.09,-0.028,하
KOSDAQ,050120,52,0.258,0.02,-0.077,-0.178,상
KOSDAQ,050760,52,-0.455,-0.115,-0.079,0.423,하
KOSDAQ,050860,52,0.083,-0.046,-0.013,-0.094,중
KOSDAQ,050890,52,0.425,-0.027,-0.206,0.06,상
KOSDAQ,050960,52,0.398,-0.037,-0.122,0.298,상
KOSDAQ,051160,52,0.187,0.053,-0.163,-0.072,상
KOSDAQ,051360,49,0.523,0.139,-0.199,0.037,상
KOSDAQ,051370,52,0.48,0.235,-0.025,-0.098,상
KOSDAQ,051380,52,0.263,0.097,-0.162,0.056,상
KOSDAQ,051390,52,0.11,-0.029,-0.252,0.2,중
KOSDAQ,051490,52,0.448,0.26,-0.073,0.039,상
KOSDAQ,051500,52,-0.119,0.215,0.276,-0.032,하
KOSDAQ,051780,48,0.321,-0.176,-0.154,0.222,상
KOSDAQ,051980,52,0.42,0.117,-0.114,0.024,상
KOSDAQ,052020,52,0.133,0.22,-0.185,-0.002,중
KOSDAQ,052220,52,-0.264,0.22,0.095,0.075,하
KOSDAQ,052260,52,0.008,0.256,-0.117,0.008,중
KOSDAQ,052300,48,0.234,-0.059,-0.258,0.16,상
KOSDAQ,052330,52,0.555,-0.11,-0.014,0.1,상
KOSDAQ,052400,52,0.249,0.1,-0.111,0.0,상
KOSDAQ,052420,49,-0.179,0.167,-0.074,-0.015,하
KOSDAQ,052460,52,0.352,0.022,-0.09,-0.001,상
KOSDAQ,052600,52,0.012,-0.065,0.007,-0.164,중
KOSDAQ,052670,2,-1.0,,,,
KOSDAQ,052710,52,-0.312,0.126,0.1,-0.03,하
KOSDAQ,052770,33,-0.319,-0.318,-0.257,0.2,
KOSDAQ,052790,52,0.115,-0.232,-0.162,0.14,중
KOSDAQ,052860,52,0.318,-0.054,-0.13,0.12,상
KOSDAQ,052900,52,-0.001,0.168,-0.407,-0.021,중
KOSDAQ,053030,52,0.222,-0.163,-0.182,-0.002,상
KOSDAQ,053050,52,-0.097,0.101,-0.087,-0.218,하
KOSDAQ,053060,52,0.642,-0.098,-0.117,-0.117,상
KOSDAQ,053080,52,0.208,-0.008,0.217,0.075,상
KOSDAQ,053160,52,0.453,-0.001,-0.083,0.01,상
KOSDAQ,053260,52,0.146,0.108,0.047,0.099,중
KOSDAQ,053270,52,-0.228,0.159,-0.07,0.056,하
KOSDAQ,053280,52,0.5,0.133,-0.118,0.126,상
KOSDAQ,053290,52,0.15,0.107,0.153,0.034,중
KOSDAQ,053300,52,0.241,0.217,-0.071,0.145,상
KOSDAQ,053350,52,-0.376,0.159,0.138,0.029,하
KOSDAQ,053450,52,-0.493,0.058,0.094,0.142,하
KOSDAQ,053580,52,-0.108,0.272,-0.068,0.113,하
KOSDAQ,053610,52,0.347,-0.159,0.004,-0.109,상
KOSDAQ,053620,52,-0.21,0.011,-0.175,-0.045,하
KOSDAQ,053700,52,-0.129,0.035,-0.056,0.106,하
KOSDAQ,053800,52,0.076,-0.022,-0.065,-0.073,중
KOSDAQ,053950,50,-0.413,0.045,0.21,0.085,하
KOSDAQ,053980,52,0.421,0.17,0.104,-0.069,상
KOSDAQ,054040,52,0.263,0.032,-0.008,-0.009,상
KOSDAQ,054050,52,0.272,0.203,-0.048,-0.06,상
KOSDAQ,054090,52,0.072,0.243,-0.234,-0.098,중
KOSDAQ,054180,0,,,,,
KOSDAQ,054210,52,0.368,0.098,0.146,-0.067,상
KOSDAQ,054220,49,-0.456,0.018,0.249,-0.003,하
KOSDAQ,054300,50,0.011,-0.167,0.073,-0.108,중
KOSDAQ,054410,52,0.387,-0.269,-0.057,-0.021,상
KOSDAQ,054450,52,0.431,-0.165,0.13,-0.264,상
KOSDAQ,054540,52,-0.478,-0.216,-0.175,0.225,하
KOSDAQ,054620,52,-0.307,-0.289,-0.24,0.01,하
KOSDAQ,054630,2,1.0,-1.0,,,
KOSDAQ,054670,52,-0.025,0.433,0.131,-0.084,중
KOSDAQ,054780,52,0.335,-0.023,0.073,0.058,상
KOSDAQ,054800,52,0.052,0.129,-0.184,-0.07,중
KOSDAQ,054920,52,-0.122,0.128,-0.278,-0.126,하
KOSDAQ,054930,52,0.402,0.282,-0.005,0.066,상
KOSDAQ,054940,52,-0.386,0.053,-0.428,0.096,하
KOSDAQ,054950,52,0.414,0.154,0.044,-0.027,상
KOSDAQ,056080,52,0.372,-0.121,0.063,-0.178,상
KOSDAQ,056090,52,0.301,0.166,0.029,0.125,상
KOSDAQ,056190,52,0.589,-0.174,-0.225,0.053,상
KOSDAQ,056360,52,-0.452,0.297,-0.092,0.233,하
KOSDAQ,056700,52,0.628,-0.028,0.079,-0.163,상
KOSDAQ,056730,49,-0.582,0.242,0.313,0.23,하
KOSDAQ,057030,52,0.301,0.01,-0.032,-0.087,상
KOSDAQ,057540,52,-0.211,0.019,-0.267,0.035,하
KOSDAQ,057680,50,-0.089,0.402,0.06,-0.047,하
KOSDAQ,057880,2,1.0,,,,
KOSDAQ,058110,52,-0.43,0.085,-0.011,-0.06,하
KOSDAQ,058400,0,,,,,
KOSDAQ,058450,50,0.018,-0.305,-0.042,0.024,중
KOSDAQ,058470,52,-0.137,-0.079,-0.115,-0.194,하
KOSDAQ,058610,52,0.301,-0.091,-0.087,0.076,상
KOSDAQ,058630,52,0.13,0.037,-0.143,-0.207,중
KOSDAQ,058820,52,0.555,-0.004,0.057,0.032,상
KOSDAQ,058970,52,-0.068,-0.069,-0.435,-0.075,중
KOSDAQ,059090,52,0.538,0.025,-0.113,-0.143,상
KOSDAQ,059100,52,0.236,-0.015,-0.05,0.01,상
KOSDAQ,059120,52,0.188,-0.187,0.208,0.053,상
KOSDAQ,059210,52,0.319,-0.257,0.114,-0.105,상
KOSDAQ,059270,52,-0.082,0.043,0.127,0.094,하
KOSDAQ,060150,52,0.606,0.298,-0.009,0.266,상
KOSDAQ,060230,44,-0.236,0.153,0.11,0.012,하
KOSDAQ,060240,1,,,,,
KOSDAQ,060250,52,-0.083,-0.062,-0.068,0.093,하
KOSDAQ,060260,52,0.086,-0.063,0.07,-0.04,중
KOSDAQ,060280,52,-0.014,0.122,0.05,-0.099,중
KOSDAQ,060310,52,0.318,0.117,-0.15,0.172,상
KOSDAQ,060370,52,0.296,-0.063,0.042,-0.19,상
KOSDAQ,060380,52,0.219,-0.012,-0.003,0.04,상
KOSDAQ,060480,52,0.325,-0.115,-0.002,-0.097,상
KOSDAQ,060540,52,0.199,0.219,-0.041,-0.184,상
KOSDAQ,060560,51,-0.096,-0.124,0.019,0.062,하
KOSDAQ,060570,52,0.235,-0.046,-0.13,-0.179,상
KOSDAQ,060590,52,0.557,0.017,0.002,0.039,상
KOSDAQ,060720,52,-0.102,-0.097,-0.293,0.058,하
KOSDAQ,060850,52,0.411,-0.12,0.043,-0.012,상
KOSDAQ,060900,47,0.003,-0.193,0.084,-0.401,중
KOSDAQ,061040,49,-0.013,-0.286,0.113,-0.074,중
KOSDAQ,061090,35,0.106,0.135,-0.213,0.233,
KOSDAQ,061250,49,0.01,-0.08,0.003,0.058,중
KOSDAQ,061970,52,0.47,-0.089,-0.21,0.112,상
KOSDAQ,062970,52,-0.248,-0.127,0.041,-0.047,하
KOSDAQ,063080,52,-0.012,-0.013,-0.21,0.049,중
KOSDAQ,063170,52,0.65,-0.144,-0.136,-0.081,상
KOSDAQ,063440,52,0.595,-0.067,-0.187,0.125,상
KOSDAQ,063570,52,0.39,0.026,0.03,-0.125,상
KOSDAQ,063760,52,0.472,-0.228,-0.211,-0.194,상
KOSDAQ,064090,29,-0.29,-0.014,-0.037,-0.032,
KOSDAQ,064240,52,0.668,-0.098,0.058,-0.136,상
KOSDAQ,064260,52,-0.024,-0.075,-0.114,-0.138,중
KOSDAQ,064290,52,-0.207,-0.124,-0.105,0.21,하
KOSDAQ,064480,52,0.044,-0.198,-0.271,-0.094,중
KOSDAQ,064520,52,0.274,0.087,-0.128,-0.14,상
KOSDAQ,064550,52,0.172,0.111,-0.069,0.07,중
KOSDAQ,064760,52,-0.418,0.084,-0.113,-0.147,하
KOSDAQ,064800,49,-0.445,-0.118,0.238,0.172,하
KOSDAQ,064820,52,-0.08,-0.183,-0.25,-0.218,하
KOSDAQ,064850,52,-0.229,-0.076,-0.026,-0.063,하
KOSDAQ,065060,49,-0.111,-0.212,-0.078,-0.033,하
KOSDAQ,065130,52,0.505,-0.009,-0.276,-0.331,상
KOSDAQ,065150,0,,,,,
KOSDAQ,065170,52,-0.195,-0.034,-0.096,0.201,하
KOSDAQ,065350,52,-0.026,0.104,-0.42,-0.063,중
KOSDAQ,065370,52,-0.002,0.227,0.051,-0.076,중
KOSDAQ,065420,48,-0.369,-0.3,0.081,-0.139,하
KOSDAQ,065440,52,-0.3,-0.075,-0.212,-0.154,하
KOSDAQ,065450,52,0.315,-0.108,0.277,-0.17,상
KOSDAQ,065500,52,0.061,-0.12,-0.165,-0.099,중
KOSDAQ,065510,52,0.393,0.148,0.046,-0.082,상
KOSDAQ,065530,49,0.334,0.433,-0.113,-0.156,상
KOSDAQ,065570,0,,,,,
KOSDAQ,065650,47,0.24,-0.021,0.037,-0.154,상
KOSDAQ,065660,52,0.158,-0.145,0.141,0.103,중
KOSDAQ,065680,52,0.176,0.151,0.125,-0.196,중
KOSDAQ,065690,52,0.343,0.162,-0.035,0.068,상
KOSDAQ,065710,52,0.213,-0.112,0.016,-0.091,상
KOSDAQ,065770,49,-0.187,-0.143,0.346,-0.326,하
KOSDAQ,065950,52,-0.015,0.105,0.172,-0.084,중
KOSDAQ,066130,52,0.423,0.292,-0.059,0.084,상
KOSDAQ,066310,52,-0.274,-0.076,0.032,0.111,하
KOSDAQ,066360,52,0.098,0.086,-0.001,-0.027,중
KOSDAQ,066410,0,,,,,
KOSDAQ,066430,52,0.174,-0.104,-0.228,0.042,중
KOSDAQ,066590,52,-0.381,-0.285,0.138,-0.002,하
KOSDAQ,066620,52,0.054,-0.036,-0.086,-0.032,중
KOSDAQ,066670,52,0.004,-0.046,-0.003,0.217,중
KOSDAQ,066700,52,0.236,0.109,0.004,0.09,상
KOSDAQ,066790,0,,,,,
KOSDAQ,066900,52,-0.079,-0.113,0.089,-0.125,하
KOSDAQ,066910,47,-0.496,-0.083,-0.057,-0.176,하
KOSDAQ,066980,52,0.027,0.004,-0.242,0.243,중
KOSDAQ,067000,52,0.035,-0.03,-0.051,-0.145,중
KOSDAQ,067010,52,0.21,0.135,0.075,-0.188,상
KOSDAQ,067080,52,-0.426,0.202,-0.096,0.363,하
KOSDAQ,067160,52,0.349,0.254,-0.179,0.16,상
KOSDAQ,067170,52,-0.136,0.048,-0.374,-0.137,하
KOSDAQ,067280,52,0.168,0.055,-0.265,0.073,중
KOSDAQ,067290,52,-0.27,-0.076,0.177,-0.026,하
KOSDAQ,067310,52,0.46,-0.132,0.095,0.107,상
KOSDAQ,067370,52,-0.023,0.167,-0.291,-0.073,중
KOSDAQ,067390,52,0.279,0.063,-0.326,0.251,상
KOSDAQ,067570,52,0.559,0.025,-0.127,0.134,상
KOSDAQ,067630,52,0.326,-0.054,0.015,-0.054,상
KOSDAQ,067730,52,-0.459,-0.129,0.138,-0.376,하
KOSDAQ,067770,52,0.151,-0.0,0.302,0.039,중
KOSDAQ,067900,52,0.448,-0.154,-0.288,0.076,상
KOSDAQ,067920,52,-0.377,0.347,-0.083,0.1,하
KOSDAQ,067990,52,0.651,0.307,-0.116,-0.105,상
KOSDAQ,068050,52,0.004,0.123,-0.092,0.05,중
KOSDAQ,068100,52,-0.099,0.144,-0.069,-0.082,하
KOSDAQ,068240,35,-0.595,0.124,0.131,-0.189,
KOSDAQ,068330,52,-0.143,-0.039,0.025,0.071,하
KOSDAQ,068760,52,0.377,0.037,0.035,-0.046,상
KOSDAQ,068790,20,0.012,-0.012,-0.274,-0.048,
KOSDAQ,068930,52,0.022,0.032,-0.135,-0.187,중
KOSDAQ,068940,0,,,,,
KOSDAQ,069080,52,-0.065,-0.099,0.004,0.031,중
KOSDAQ,069140,52,0.428,-0.02,-0.018,-0.085,상
KOSDAQ,069330,52,-0.152,0.14,0.069,-0.388,하
KOSDAQ,069410,52,0.321,-0.011,0.1,0.086,상
KOSDAQ,069510,52,0.38,0.064,0.004,0.034,상
KOSDAQ,069540,52,0.002,0.102,-0.035,-0.028,중
KOSDAQ,069920,48,-0.087,0.168,-0.047,0.031,하
KOSDAQ,070300,52,-0.085,0.235,-0.095,0.162,하
KOSDAQ,070590,52,0.582,-0.072,-0.027,-0.087,상
KOSDAQ,071200,39,0.416,-0.226,0.098,0.0,
KOSDAQ,071280,52,0.214,0.016,-0.199,0.098,상
KOSDAQ,071670,52,-0.328,0.001,0.132,-0.036,하
KOSDAQ,071850,52,0.023,0.449,-0.032,-0.066,중
KOSDAQ,072020,52,0.497,0.179,-0.105,0.056,상
KOSDAQ,072470,52,-0.227,0.17,-0.107,0.259,하
KOSDAQ,072770,50,-0.131,-0.024,0.103,-0.133,하
KOSDAQ,072870,52,0.18,-0.246,-0.055,0.034,중
KOSDAQ,072950,52,-0.139,0.023,-0.031,-0.2,하
KOSDAQ,072990,52,0.442,-0.045,-0.186,-0.18,상
KOSDAQ,073010,52,-0.361,-0.049,0.131,0.078,하
KOSDAQ,073110,52,0.256,-0.211,-0.026,0.134,상
KOSDAQ,073190,52,0.122,0.115,-0.09,0.017,중
KOSDAQ,073490,52,0.016,-0.126,-0.19,0.083,중
KOSDAQ,073540,52,-0.056,-0.274,0.065,0.203,중
KOSDAQ,073560,52,0.565,-0.027,-0.179,-0.135,상
KOSDAQ,073570,50,-0.054,0.007,-0.14,0.056,중
KOSDAQ,073640,0,,,,,
KOSDAQ,074430,52,-0.346,-0.083,-0.051,0.151,하
KOSDAQ,074600,52,0.397,-0.182,0.066,-0.117,상
KOSDAQ,075130,52,-0.055,0.24,-0.269,0.07,중
KOSDAQ,075970,52,0.042,0.006,0.443,-0.006,중
KOSDAQ,076080,52,-0.033,-0.065,-0.08,0.223,중
KOSDAQ,076610,52,-0.002,0.109,0.287,-0.046,중
KOSDAQ,077360,52,0.035,-0.097,0.052,-0.04,중
KOSDAQ,078020,52,0.318,0.282,0.115,0.015,상
KOSDAQ,078070,52,-0.478,-0.014,-0.095,-0.217,하
KOSDAQ,078130,50,0.006,-0.084,0.232,-0.2,중
KOSDAQ,078140,52,0.179,0.197,-0.002,0.309,중
KOSDAQ,078150,52,0.34,-0.29,0.159,0.473,상
KOSDAQ,078160,52,0.251,-0.008,-0.052,-0.151,상
KOSDAQ,078340,52,0.368,0.094,0.087,-0.011,상
KOSDAQ,078350,52,0.127,0.022,-0.018,0.201,중
KOSDAQ,078590,49,0.07,-0.053,0.226,0.147,중
KOSDAQ,078600,52,0.075,-0.026,-0.041,-0.204,중
KOSDAQ,078860,50,-0.138,0.063,0.187,-0.265,하
KOSDAQ,078890,52,0.45,0.154,0.012,-0.024,상
KOSDAQ,079000,52,-0.218,0.374,-0.148,-0.164,하
KOSDAQ,079170,52,0.099,0.121,0.051,0.106,중
KOSDAQ,079190,47,0.138,0.129,0.046,-0.082,중
KOSDAQ,079370,52,0.137,-0.062,-0.112,-0.118,중
KOSDAQ,079650,52,0.881,0.25,-0.213,0.008,상
KOSDAQ,079810,52,-0.015,-0.098,-0.099,0.157,중
KOSDAQ,079940,52,0.41,0.013,0.048,-0.134,상
KOSDAQ,079950,50,-0.104,-0.06,0.087,-0.04,하
KOSDAQ,079960,52,0.168,0.034,-0.2,0.067,중
KOSDAQ,079970,0,,,,,
KOSDAQ,080010,52,0.053,0.213,0.042,-0.164,중
KOSDAQ,080160,52,0.644,0.014,-0.003,-0.109,상
KOSDAQ,080220,52,0.402,0.092,-0.111,0.446,상
KOSDAQ,080420,52,0.098,-0.05,-0.07,0.315,중
KOSDAQ,080470,52,-0.073,0.057,0.083,-0.047,중
KOSDAQ,080520,52,-0.511,0.287,-0.257,-0.085,하
KOSDAQ,080530,48,0.082,-0.35,-0.033,-0.043,중
KOSDAQ,080580,52,0.001,0.098,-0.007,-0.13,중
KOSDAQ,080720,0,,,,,
KOSDAQ,081150,52,0.17,-0.223,-0.057,-0.111,중
KOSDAQ,081180,52,0.067,0.041,-0.044,-0.095,중
KOSDAQ,081580,52,0.094,-0.002,-0.033,-0.019,중
KOSDAQ,082210,52,0.331,-0.083,0.007,-0.035,상
KOSDAQ,082270,52,-0.43,-0.084,0.051,-0.022,하
KOSDAQ,082660,0,,,,,
KOSDAQ,082800,52,-0.08,-0.212,0.17,0.193,하
KOSDAQ,082850,52,0.034,0.202,-0.077,0.029,중
KOSDAQ,082920,52,-0.218,-0.093,-0.083,-0.029,하
KOSDAQ,083310,52,0.681,-0.087,-0.147,-0.015,상
KOSDAQ,083450,52,0.406,0.144,0.269,0.094,상
KOSDAQ,083470,52,-0.022,-0.078,-0.023,-0.089,중
KOSDAQ,083500,52,0.311,-0.051,-0.164,-0.137,상
KOSDAQ,083550,52,-0.056,0.252,0.076,0.174,중
KOSDAQ,083640,49,-0.696,0.114,-0.068,0.033,하
KOSDAQ,083650,52,0.399,0.243,-0.121,0.092,상
KOSDAQ,083660,51,-0.284,0.089,0.059,-0.034,하
KOSDAQ,083790,52,0.023,-0.041,0.234,0.048,중
KOSDAQ,083930,52,0.531,0.221,-0.031,-0.045,상
KOSDAQ,084110,52,0.316,0.026,-0.054,0.157,상
KOSDAQ,084180,52,0.05,0.142,-0.082,-0.025,중
KOSDAQ,084370,52,-0.104,0.33,0.132,0.023,하
KOSDAQ,084440,52,0.081,0.02,0.018,0.04,중
KOSDAQ,084650,52,-0.334,0.271,0.005,-0.037,하
KOSDAQ,084730,52,-0.374,0.059,0.028,-0.177,하
KOSDAQ,084850,52,-0.004,-0.068,-0.345,0.297,중
KOSDAQ,084990,52,0.155,0.093,-0.186,0.282,중
KOSDAQ,085660,52,0.163,0.134,-0.341,-0.118,중
KOSDAQ,085670,52,0.162,0.188,-0.104,0.034,중
KOSDAQ,085810,50,-0.097,-0.034,0.22,-0.071,하
KOSDAQ,085910,52,-0.232,-0.073,-0.216,-0.331,하
KOSDAQ,086040,52,-0.109,0.0,0.057,-0.168,하
KOSDAQ,086060,52,0.178,0.076,-0.076,-0.159,중
KOSDAQ,086390,52,-0.006,-0.181,0.018,-0.125,중
KOSDAQ,086450,52,-0.01,-0.103,-0.027,-0.191,중
KOSDAQ,086520,52,0.776,-0.055,-0.09,-0.052,상
KOSDAQ,086670,52,0.152,0.027,-0.059,-0.138,중
KOSDAQ,086710,52,-0.075,0.199,-0.145,0.22,중
KOSDAQ,086820,52,0.36,-0.031,0.081,-0.049,상
KOSDAQ,086890,52,0.354,-0.006,-0.081,0.1,상
KOSDAQ,086900,52,0.352,0.006,-0.222,-0.317,상
KOSDAQ,086960,49,0.108,0.019,-0.12,0.183,중
KOSDAQ,086980,52,0.389,0.216,-0.092,0.083,상
KOSDAQ,087010,52,0.393,-0.003,-0.114,-0.113,상
KOSDAQ,087260,52,-0.145,-0.377,-0.081,-0.002,하
KOSDAQ,087600,52,-0.14,-0.191,-0.197,0.351,하
KOSDAQ,088130,52,-0.588,-0.203,-0.029,0.019,하
KOSDAQ,088280,52,-0.362,0.029,0.031,0.044,하
KOSDAQ,088290,49,-0.348,-0.046,-0.192,-0.277,하
KOSDAQ,088340,52,-0.649,0.005,0.257,-0.012,하
KOSDAQ,088390,52,-0.238,0.089,-0.166,-0.29,하
KOSDAQ,088800,52,-0.133,0.056,-0.225,-0.057,하
KOSDAQ,088910,52,-0.192,0.203,-0.12,-0.159,하
KOSDAQ,089010,52,0.266,-0.049,-0.02,-0.0,상
KOSDAQ,089030,52,0.205,0.0,0.091,-0.204,상
KOSDAQ,089140,52,0.505,-0.34,0.007,-0.481,상
KOSDAQ,089150,52,-0.526,-0.01,-0.016,-0.102,하
KOSDAQ,089230,52,-0.109,0.051,0.133,-0.036,하
KOSDAQ,089600,52,0.646,0.199,0.004,0.03,상
KOSDAQ,089790,52,0.141,-0.089,0.003,-0.166,중
KOSDAQ,089850,52,0.168,0.136,-0.232,0.149,중
KOSDAQ,089890,52,-0.008,-0.003,0.28,-0.015,중
KOSDAQ,089970,52,-0.337,0.276,-0.029,0.029,하
KOSDAQ,089980,52,-0.101,0.16,0.007,-0.377,하
KOSDAQ,090150,52,0.191,0.17,0.161,-0.05,상
KOSDAQ,090360,52,0.143,0.053,-0.081,-0.069,중
KOSDAQ,090410,52,-0.777,0.598,-0.109,0.212,하
KOSDAQ,090470,52,0.157,0.136,0.116,-0.107,중
KOSDAQ,090710,52,0.353,0.189,0.279,-0.17,상
KOSDAQ,090850,52,0.457,0.2,0.132,-0.12,상
KOSDAQ,091120,52,0.41,0.153,-0.16,0.077,상
KOSDAQ,091340,52,0.335,0.003,-0.374,-0.005,상
KOSDAQ,091440,52,0.137,0.341,-0.151,-0.041,중
KOSDAQ,091580,52,0.043,-0.222,0.054,0.076,중
KOSDAQ,091590,52,-0.584,-0.468,-0.259,0.407,하
KOSDAQ,091700,52,0.486,0.059,0.147,0.207,상
KOSDAQ,091970,49,-0.576,0.03,-0.078,0.529,하
KOSDAQ,092040,52,0.108,-0.01,0.182,-0.001,중
KOSDAQ,092070,52,0.374,0.048,-0.095,0.277,상
KOSDAQ,092130,52,0.558,0.336,0.247,0.111,상
KOSDAQ,092190,52,-0.117,-0.1,-0.113,-0.194,하
KOSDAQ,092300,52,0.41,-0.035,-0.066,-0.06,상
KOSDAQ,092460,52,-0.356,0.089,0.064,0.337,하
KOSDAQ,092600,50,-0.171,-0.179,0.379,0.19,하
KOSDAQ,092730,52,-0.188,0.388,-0.2,-0.096,하
KOSDAQ,092870,52,-0.007,0.183,-0.169,-0.024,중
KOSDAQ,093190,52,-0.005,-0.147,-0.07,0.136,중
KOSDAQ,093320,52,0.49,0.172,0.029,-0.114,상
KOSDAQ,093380,52,-0.037,0.01,-0.264,-0.347,중
KOSDAQ,093520,52,0.209,0.056,-0.189,-0.039,상
KOSDAQ,093640,52,0.106,0.174,0.063,-0.078,중
KOSDAQ,093920,52,0.274,-0.016,0.058,0.082,상
KOSDAQ,094170,52,0.651,0.089,-0.028,-0.085,상
KOSDAQ,094360,52,-0.019,0.073,0.01,-0.227,중
KOSDAQ,094480,52,-0.021,-0.098,0.036,-0.151,중
KOSDAQ,094820,52,0.118,0.375,-0.063,-0.024,중
KOSDAQ,094840,52,0.314,0.03,0.067,0.31,상
KOSDAQ,094850,52,-0.253,0.207,-0.071,0.047,하
KOSDAQ,094860,52,0.167,0.166,0.072,0.007,중
