# 사전 예상(고정): 동행 상관 양(+) 치우침 / 선행 상관 0 중심 — A 검증(갭 선취)과 정합해야 함. 전략화 금지, 기술 통계 전용
시장,코드,n주,r_동행,r_선행1,r_선행2,r_선행4,수급동행
KOSDAQ,417180,49,-0.115,0.088,-0.002,-0.098,하
KOSDAQ,417200,52,-0.058,0.129,-0.129,-0.128,중
KOSDAQ,417500,52,0.156,-0.117,-0.088,0.236,중
KOSDAQ,417790,52,0.427,-0.043,-0.232,0.014,상
KOSDAQ,417840,52,0.352,-0.005,-0.092,-0.095,상
KOSDAQ,417860,52,-0.394,-0.116,0.139,0.174,하
KOSDAQ,417970,52,-0.112,0.009,0.02,-0.074,하
KOSDAQ,418250,0,,,,,
KOSDAQ,418420,52,0.605,-0.094,-0.296,0.201,상
KOSDAQ,418470,52,0.345,-0.084,-0.159,-0.115,상
KOSDAQ,418550,52,0.076,0.159,-0.069,-0.003,중
KOSDAQ,418620,52,0.078,0.136,0.102,0.258,중
KOSDAQ,419050,52,0.138,-0.043,-0.094,-0.145,중
KOSDAQ,419080,52,-0.133,-0.09,0.106,0.005,하
KOSDAQ,419120,52,-0.027,-0.339,0.294,0.24,중
KOSDAQ,419530,52,-0.18,0.072,0.197,0.024,하
KOSDAQ,419540,49,-0.196,0.254,-0.105,-0.015,하
KOSDAQ,420570,52,0.006,-0.274,-0.025,0.147,중
KOSDAQ,420770,52,0.132,-0.07,-0.01,-0.052,중
KOSDAQ,424760,49,-0.067,-0.071,0.057,-0.485,중
KOSDAQ,424870,52,0.355,-0.034,0.355,0.269,상
KOSDAQ,424960,52,0.415,-0.119,0.047,0.028,상
KOSDAQ,424980,52,0.297,0.222,-0.084,0.097,상
KOSDAQ,425040,52,-0.065,-0.19,-0.127,0.226,중
KOSDAQ,425420,52,-0.042,0.135,0.306,0.114,중
KOSDAQ,429270,52,0.36,-0.161,0.019,-0.003,상
KOSDAQ,430220,2,-1.0,-1.0,,,
KOSDAQ,430690,52,-0.326,0.179,0.04,0.11,하
KOSDAQ,431190,52,-0.266,-0.106,0.052,0.062,하
KOSDAQ,432430,52,0.159,0.149,0.169,-0.213,중
KOSDAQ,432470,52,-0.446,-0.243,-0.143,-0.17,하
KOSDAQ,432720,52,0.138,-0.039,0.078,-0.026,중
KOSDAQ,432980,52,-0.338,-0.155,-0.128,0.132,하
KOSDAQ,434480,52,-0.296,0.212,-0.134,0.283,하
KOSDAQ,435570,52,-0.216,0.248,-0.031,-0.056,하
KOSDAQ,437730,52,-0.027,0.143,0.104,0.069,중
KOSDAQ,438700,52,-0.459,0.162,0.233,0.035,하
KOSDAQ,439090,52,-0.025,0.083,-0.093,0.035,중
KOSDAQ,439580,52,0.431,-0.013,-0.035,-0.131,상
KOSDAQ,439960,9,-0.557,-0.105,0.116,0.551,
KOSDAQ,440110,46,-0.058,-0.103,-0.127,-0.166,중
KOSDAQ,440290,52,0.482,0.44,-0.086,-0.253,상
KOSDAQ,440320,52,-0.219,0.146,-0.142,0.279,하
KOSDAQ,440820,0,,,,,
KOSDAQ,441270,52,0.151,-0.141,-0.031,0.16,중
KOSDAQ,442770,14,0.52,-0.495,0.476,-0.312,
KOSDAQ,442900,14,0.25,0.218,-0.105,-0.302,
KOSDAQ,443250,52,0.319,0.142,-0.138,0.011,상
KOSDAQ,443670,52,-0.026,0.075,-0.024,0.025,중
KOSDAQ,444530,52,0.374,0.099,0.265,0.179,상
KOSDAQ,444920,37,0.155,-0.022,0.245,0.014,
KOSDAQ,445090,52,0.461,-0.089,-0.493,0.037,상
KOSDAQ,445180,52,0.328,0.266,-0.287,-0.101,상
KOSDAQ,445360,1,,,,,
KOSDAQ,445680,52,0.374,-0.122,-0.333,0.048,상
KOSDAQ,445970,1,,,,,
KOSDAQ,446150,7,0.118,-0.426,-0.675,0.758,
KOSDAQ,446190,4,0.291,0.448,-0.965,,
KOSDAQ,446540,52,0.394,-0.007,0.171,-0.014,상
KOSDAQ,446750,12,0.687,-0.154,0.121,-0.045,
KOSDAQ,446840,49,-0.029,0.069,0.104,-0.127,중
KOSDAQ,448280,52,0.181,0.003,-0.11,0.128,중
KOSDAQ,448370,16,0.109,0.001,0.323,-0.023,
KOSDAQ,448710,52,0.117,0.068,0.139,0.089,중
KOSDAQ,448740,11,0.649,-0.025,0.051,-0.286,
KOSDAQ,448760,12,0.224,-0.108,-0.027,0.165,
KOSDAQ,448830,16,0.51,-0.268,-0.565,-0.144,
KOSDAQ,448900,52,0.055,-0.104,-0.012,0.05,중
KOSDAQ,449020,11,0.295,0.093,0.13,0.167,
KOSDAQ,450050,27,-0.175,-0.041,-0.083,-0.062,
KOSDAQ,450330,52,0.13,-0.187,0.054,-0.103,중
KOSDAQ,450520,52,0.227,0.129,-0.192,-0.037,상
KOSDAQ,450940,31,0.165,0.135,0.059,-0.053,
KOSDAQ,450950,52,-0.435,0.012,-0.263,0.089,하
KOSDAQ,451220,52,0.173,0.027,-0.174,-0.063,중
KOSDAQ,451250,52,-0.055,-0.004,0.101,0.129,중
KOSDAQ,451700,32,0.62,0.351,0.219,-0.168,
KOSDAQ,451760,52,-0.158,0.061,-0.315,-0.098,하
KOSDAQ,452160,52,-0.302,0.141,-0.1,-0.127,하
KOSDAQ,452190,52,-0.457,-0.086,-0.114,0.092,하
KOSDAQ,452200,52,-0.001,0.035,-0.242,0.192,중
KOSDAQ,452280,52,-0.189,-0.099,-0.048,0.077,하
KOSDAQ,452300,52,-0.625,0.262,-0.154,0.017,하
KOSDAQ,452400,52,-0.285,0.15,-0.038,-0.039,하
KOSDAQ,452430,52,0.525,-0.052,-0.248,0.139,상
KOSDAQ,452450,52,-0.189,0.024,-0.186,0.214,하
KOSDAQ,452670,40,-0.142,-0.158,0.029,0.14,하
KOSDAQ,452980,40,-0.148,-0.028,0.016,-0.038,하
KOSDAQ,453450,52,0.013,-0.215,0.334,0.209,중
KOSDAQ,453860,52,0.558,0.147,0.076,-0.065,상
KOSDAQ,454640,28,0.201,0.34,-0.228,0.443,
KOSDAQ,454750,11,0.355,-0.355,0.225,0.293,
KOSDAQ,455180,52,-0.189,0.236,0.079,-0.141,하
KOSDAQ,455250,28,-0.211,-0.01,-0.13,0.155,
KOSDAQ,455310,39,-0.15,0.238,0.05,0.075,
KOSDAQ,455900,52,0.256,0.035,0.12,-0.03,상
KOSDAQ,455910,32,0.063,0.12,0.187,-0.186,
KOSDAQ,456010,52,0.504,-0.024,-0.301,-0.204,상
KOSDAQ,456070,52,0.237,0.061,-0.051,-0.064,상
KOSDAQ,456160,48,0.25,0.007,0.105,-0.055,상
KOSDAQ,456490,29,-0.117,-0.455,-0.271,-0.15,
KOSDAQ,457370,52,-0.472,0.196,-0.067,0.344,하
KOSDAQ,457550,52,-0.11,0.04,-0.047,-0.091,하
KOSDAQ,457600,52,-0.32,0.102,0.367,0.087,하
KOSDAQ,457630,25,0.073,-0.023,0.105,-0.189,
KOSDAQ,457940,32,0.089,0.176,0.195,0.042,
KOSDAQ,458350,19,-0.007,0.472,-0.366,-0.014,
KOSDAQ,458610,36,-0.077,0.123,-0.07,0.212,
KOSDAQ,458650,52,0.092,0.191,-0.124,-0.013,중
KOSDAQ,458870,52,0.289,0.059,0.223,-0.058,상
KOSDAQ,459100,52,0.278,-0.013,-0.102,0.052,상
KOSDAQ,459510,52,0.223,-0.011,-0.135,-0.174,상
KOSDAQ,459550,34,0.163,0.248,0.083,-0.131,
KOSDAQ,460470,52,0.306,-0.074,0.022,-0.136,상
KOSDAQ,460870,52,-0.03,0.276,-0.09,0.12,중
KOSDAQ,460930,52,0.003,-0.011,-0.095,-0.014,중
KOSDAQ,460940,52,0.258,-0.355,0.223,-0.088,상
KOSDAQ,461030,52,0.16,-0.03,-0.126,-0.007,중
KOSDAQ,461300,52,0.343,0.119,-0.261,-0.134,상
KOSDAQ,462020,43,-0.091,0.102,-0.17,-0.052,하
KOSDAQ,462310,52,-0.081,0.286,0.165,-0.179,하
KOSDAQ,462350,52,0.242,0.15,0.008,-0.01,상
KOSDAQ,462510,52,0.128,-0.057,-0.093,-0.014,중
KOSDAQ,462860,52,-0.056,-0.29,0.045,-0.093,중
KOSDAQ,462980,52,0.35,0.124,0.078,-0.207,상
KOSDAQ,463020,52,0.085,0.242,-0.201,0.078,중
KOSDAQ,463480,52,-0.026,0.146,-0.129,-0.266,중
KOSDAQ,464080,52,0.127,0.056,0.076,-0.104,중
KOSDAQ,464280,52,0.329,0.034,-0.131,0.21,상
KOSDAQ,464440,45,-0.015,-0.037,-0.027,0.059,중
KOSDAQ,464490,31,0.094,-0.206,-0.078,-0.198,
KOSDAQ,464500,52,0.15,-0.002,0.019,0.026,중
KOSDAQ,464580,52,-0.179,0.26,-0.1,0.026,하
KOSDAQ,464680,47,0.143,-0.071,0.082,0.092,중
KOSDAQ,465320,8,0.09,-0.356,-0.037,0.492,
KOSDAQ,465480,52,0.275,0.04,0.066,-0.028,상
KOSDAQ,466100,52,0.548,0.084,-0.035,-0.155,상
KOSDAQ,466410,52,0.107,0.175,-0.023,0.075,중
KOSDAQ,466690,31,0.042,-0.102,-0.193,-0.081,
KOSDAQ,466910,26,0.238,-0.145,-0.414,0.333,
KOSDAQ,467930,51,-0.037,0.132,0.049,-0.031,중
KOSDAQ,468530,50,0.212,-0.219,-0.297,0.187,상
KOSDAQ,468760,49,-0.061,0.04,-0.196,0.06,중
KOSDAQ,469480,47,0.393,0.095,-0.185,-0.465,상
KOSDAQ,469610,36,-0.331,-0.053,0.209,0.229,
KOSDAQ,469750,52,-0.577,-0.108,0.224,-0.136,하
KOSDAQ,469880,52,0.169,-0.005,-0.05,0.015,중
KOSDAQ,469900,52,-0.223,-0.043,0.041,0.008,하
KOSDAQ,471050,52,-0.026,0.114,-0.012,0.181,중
KOSDAQ,471820,52,-0.235,-0.224,-0.071,0.13,하
KOSDAQ,472220,52,-0.287,-0.043,0.299,0.133,하
KOSDAQ,472230,51,-0.144,-0.002,0.011,-0.044,하
KOSDAQ,472850,52,0.05,-0.056,0.064,-0.202,중
KOSDAQ,473000,52,-0.053,-0.093,0.013,-0.092,중
KOSDAQ,473050,52,0.089,-0.088,-0.138,-0.04,중
KOSDAQ,473370,19,0.918,0.282,0.118,0.423,
KOSDAQ,473950,51,-0.2,0.027,-0.14,0.031,하
KOSDAQ,473980,52,-0.482,-0.109,-0.214,-0.048,하
KOSDAQ,474170,52,0.039,0.303,-0.099,-0.057,중
KOSDAQ,474490,52,-0.099,-0.01,-0.156,0.048,하
KOSDAQ,474610,52,0.034,0.038,-0.187,-0.153,중
KOSDAQ,474650,52,-0.039,-0.011,-0.016,-0.252,중
KOSDAQ,474660,37,-0.08,0.257,-0.373,0.252,
KOSDAQ,474930,52,-0.42,0.149,-0.071,0.057,하
KOSDAQ,475040,2,1.0,-1.0,,,
KOSDAQ,475230,50,0.234,-0.015,-0.151,-0.021,상
KOSDAQ,475240,52,0.119,0.197,-0.134,0.211,중
KOSDAQ,475250,52,0.063,0.215,0.182,0.084,중
KOSDAQ,475400,52,0.517,-0.216,0.21,-0.066,상
KOSDAQ,475430,52,-0.448,-0.142,-0.048,0.073,하
KOSDAQ,475460,52,0.548,-0.241,-0.097,0.261,상
KOSDAQ,475580,52,0.407,0.141,-0.11,0.219,상
KOSDAQ,475660,52,-0.104,-0.097,0.003,-0.122,하
KOSDAQ,475830,52,-0.048,0.061,0.191,0.051,중
KOSDAQ,475960,52,0.585,0.167,0.062,-0.099,상
KOSDAQ,476040,52,0.23,0.114,-0.15,-0.071,상
KOSDAQ,476060,52,0.341,-0.119,0.209,-0.019,상
KOSDAQ,476080,52,0.153,-0.052,0.139,-0.213,중
KOSDAQ,476830,30,0.272,0.027,0.042,-0.296,
KOSDAQ,477340,52,0.073,0.045,0.057,0.198,중
KOSDAQ,477380,52,-0.026,0.027,0.035,0.387,중
KOSDAQ,477470,52,0.019,0.175,0.018,0.159,중
KOSDAQ,477760,38,0.134,0.079,0.373,0.528,
KOSDAQ,477850,8,0.412,0.332,0.06,0.385,
KOSDAQ,478110,50,0.01,-0.104,0.008,0.218,중
KOSDAQ,478340,30,-0.107,0.07,-0.114,0.008,
KOSDAQ,478390,52,-0.086,-0.03,0.072,0.109,하
KOSDAQ,478440,52,0.038,0.001,0.183,0.1,중
KOSDAQ,478560,52,0.548,-0.079,-0.049,0.023,상
KOSDAQ,478780,16,0.548,-0.005,-0.407,0.099,
KOSDAQ,479880,52,-0.034,0.184,-0.073,0.228,중
KOSDAQ,479960,52,-0.211,0.205,-0.329,0.183,하
KOSDAQ,481070,52,-0.097,-0.049,-0.191,0.027,하
KOSDAQ,481890,52,0.286,-0.131,0.002,-0.026,상
KOSDAQ,482520,32,0.229,-0.128,0.217,0.357,
KOSDAQ,482630,52,0.456,-0.047,-0.282,0.191,상
KOSDAQ,482680,43,0.21,0.119,-0.114,0.244,상
KOSDAQ,482690,52,-0.037,0.101,-0.152,0.008,중
KOSDAQ,484120,51,0.268,0.002,-0.061,0.087,상
KOSDAQ,484130,52,-0.296,-0.123,0.019,0.204,하
KOSDAQ,484590,47,0.004,-0.038,-0.042,0.094,중
KOSDAQ,484810,52,-0.09,-0.143,0.142,0.015,하
KOSDAQ,486630,52,-0.105,0.2,0.05,0.192,하
KOSDAQ,486990,36,0.327,-0.045,-0.051,0.227,
KOSDAQ,487360,52,-0.13,0.061,0.042,0.118,하
KOSDAQ,487580,9,0.547,0.386,0.361,0.229,
KOSDAQ,487720,52,-0.184,0.08,0.1,0.093,하
KOSDAQ,487830,51,-0.02,0.245,-0.121,-0.07,중
KOSDAQ,488060,52,-0.084,0.004,-0.006,0.06,하
KOSDAQ,488280,43,0.206,-0.001,-0.291,-0.142,상
KOSDAQ,488900,34,0.07,-0.081,-0.162,0.026,
KOSDAQ,489210,52,-0.141,0.119,0.094,0.174,하
KOSDAQ,489460,52,-0.013,0.069,0.123,0.115,중
KOSDAQ,489480,52,-0.375,0.089,0.186,-0.012,하
KOSDAQ,489500,52,0.14,-0.126,-0.156,-0.042,중
KOSDAQ,489730,52,0.004,-0.027,0.257,0.203,중
KOSDAQ,490470,28,-0.163,0.014,0.041,0.07,
KOSDAQ,491000,29,0.142,-0.053,-0.058,0.166,
KOSDAQ,492220,52,0.113,-0.007,0.143,0.048,중
KOSDAQ,493280,17,0.028,0.165,-0.185,0.374,
KOSDAQ,493330,26,0.569,0.179,-0.057,0.034,
KOSDAQ,493790,52,-0.02,-0.011,-0.027,0.01,중
KOSDAQ,494120,35,0.159,0.026,-0.005,0.248,
KOSDAQ,496070,52,-0.011,0.095,-0.21,0.065,중
KOSDAQ,498390,52,-0.039,0.19,-0.032,0.147,중
KOSDAQ,900070,47,0.119,-0.06,-0.121,-0.079,중
KOSDAQ,900100,49,-0.246,-0.298,0.155,0.103,하
KOSDAQ,900110,46,0.09,0.258,-0.17,-0.23,중
KOSDAQ,900120,46,0.051,0.237,-0.175,-0.429,중
KOSDAQ,900250,49,0.319,0.155,-0.361,0.254,상
KOSDAQ,900260,52,0.435,-0.094,-0.105,0.133,상
KOSDAQ,900270,49,-0.012,0.135,0.073,0.308,중
KOSDAQ,900290,52,0.457,0.03,0.07,-0.161,상
KOSDAQ,900300,48,0.05,0.28,0.121,0.051,중
KOSDAQ,900310,49,0.15,-0.028,0.486,0.032,중
KOSDAQ,900340,49,-0.908,0.125,0.24,0.1,하
KOSDAQ,950110,0,,,,,
KOSDAQ,950130,46,-0.234,0.098,0.154,-0.045,하
KOSDAQ,950140,52,0.612,-0.186,-0.065,-0.094,상
KOSDAQ,950160,52,0.596,0.017,-0.073,-0.123,상
KOSDAQ,950170,52,-0.017,0.074,0.019,0.116,중
KOSDAQ,950190,52,0.222,0.084,0.004,-0.026,상
KOSDAQ,950200,52,-0.03,0.17,-0.065,-0.303,중
KOSDAQ,950220,49,-0.045,-0.056,-0.069,0.065,중
KOSDAQ,950250,31,-0.345,0.302,0.095,-0.054,
